z,y,x,label
2112,76240,313136,0
2118,75960,312976,0
2116,76040,312864,0
2112,76208,313152,0
2124,76256,312688,0
2118,76296,312928,0
2122,77024,313080,0
2112,77600,314304,0
2118,77624,314320,0
2112,76816,313200,0
2118,77720,314296,0
2116,76248,313128,0
2126,76480,312808,0
2122,75888,314304,0
2118,75928,312808,0
2118,75968,312832,0
2116,76040,312472,0
2120,76352,313240,0
2122,76152,312576,0
2124,76176,312664,0
2116,76320,312912,0
2124,77744,313688,0
2120,75776,312352,0
2126,76136,312704,0
2128,76496,313128,0
2128,75896,312864,0
2130,76336,312792,0
2130,76920,312848,0
2130,76304,312864,0
2128,77520,313064,0
2126,77640,313176,0
2124,77712,314288,0
2130,76272,312920,0
2126,76720,313064,0
2136,77848,313536,0
2134,75872,312560,0
2132,76144,313040,0
2136,76232,312832,0
2128,77648,313136,0
2134,77688,313632,0
2134,76032,312568,0
2132,76048,312480,0
2140,75928,313248,0
2138,76480,312888,0
2136,76064,312544,0
2136,76080,312528,0
2140,76048,312536,0
2140,76512,312784,0
2140,76880,312944,0
2144,76256,312848,0
2104,77656,314456,0
2112,76568,314632,0
2120,77272,314664,0
2118,76256,314544,0
2132,76128,314504,0
2126,77728,314464,0
2130,76520,314624,0
2130,77312,314624,0
2134,76920,314664,0
2136,77504,314608,0
2134,77400,314456,0
2136,75920,314480,0
2100,79096,312816,0
2104,79288,312752,0
2104,78216,313216,0
2110,78232,313184,0
2110,77880,313448,0
2108,77840,314000,0
2116,78200,313136,0
2112,78224,313264,0
2116,78224,313240,0
2112,78208,313264,0
2112,78224,313248,0
2120,77920,313424,0
2126,77984,313184,0
2132,77872,313944,0
2130,77888,313760,0
2132,77880,313808,0
2138,77880,313800,0
2144,77824,313728,0
2118,79752,316176,0
2114,79816,316272,0
2116,79832,316208,0
2128,77888,314448,0
2128,79280,315792,0
2140,79744,316080,0
2142,79808,316168,0
2144,79112,315520,0
2122,84960,316672,0
2160,55368,328872,0
2142,55672,328808,0
2150,55488,328808,0
2148,62400,325512,0
2164,62608,325416,0
2160,62480,325488,0
2178,62608,325440,0
2134,70736,310408,0
2184,70416,310304,0
2148,74848,309112,0
2154,74888,309056,0
2170,75072,308936,0
2166,74856,308976,0
2164,74912,309024,0
2180,75224,308840,0
2186,75104,308880,0
2200,74960,308856,0
2144,75568,314024,0
2142,75552,313872,0
2144,75792,312640,0
2154,75568,314232,0
2164,75536,314296,0
2160,75496,313824,0
2166,75696,313448,0
2170,75552,314368,0
2172,75600,314192,0
2184,75512,313776,0
2180,75616,314096,0
2186,75512,313968,0
2182,75616,313984,0
2182,75712,314112,0
2186,75592,314280,0
2190,75488,313896,0
2194,75704,314040,0
2196,75712,313696,0
2190,75504,313720,0
2196,75632,313568,0
2198,75480,314032,0
2204,75448,313968,0
2178,75784,314512,0
2180,74592,322584,0
2186,74616,322456,0
2194,74640,322360,0
2148,74464,322968,0
2152,74480,322912,0
2156,74496,322864,0
2160,74512,322816,0
2164,74528,322760,0
2168,74544,322704,0
2168,74544,322688,0
2142,77256,307896,0
2168,77104,307984,0
2172,76312,308328,0
2128,75960,312880,0
2142,75984,312936,0
2138,76192,312696,0
2140,75928,312800,0
2140,76080,312456,0
2150,76544,312864,0
2142,77624,313680,0
2144,77072,313128,0
2146,77592,314112,0
2148,77528,313200,0
2148,75928,312432,0
2146,77216,312984,0
2144,77216,313040,0
2144,77672,313800,0
2148,76128,312544,0
2150,77720,314144,0
2152,77784,313160,0
2158,77032,313336,0
2148,76512,312784,0
2158,76376,313120,0
2156,77296,313040,0
2152,77392,313504,0
2152,77776,313216,0
2154,75928,313000,0
2156,76264,312808,0
2156,76432,313064,0
2160,76808,313008,0
2158,76112,312896,0
2148,76848,312832,0
2160,77432,313560,0
2162,77440,313352,0
2148,77472,313408,0
2150,77728,313232,0
2152,75816,313400,0
2156,77232,313072,0
2152,75824,313424,0
2162,75840,313224,0
2156,76864,313248,0
2166,76872,312952,0
2156,75816,313416,0
2156,77232,312976,0
2168,77632,314360,0
2168,76400,313208,0
2168,77616,314096,0
2174,75984,312880,0
2168,77720,314176,0
2170,76200,312784,0
2168,76176,312888,0
2168,77720,314136,0
2164,77304,313168,0
2172,77496,313584,0
2164,77680,314192,0
2174,75800,314344,0
2176,76344,312880,0
2180,77312,313280,0
2174,76200,312928,0
2174,77720,313296,0
2180,75864,314312,0
2176,76192,313008,0
2172,77312,313168,0
2180,76656,312880,0
2184,76824,313040,0
2176,76176,312896,0
2176,76144,312992,0
2184,77864,313352,0
2180,76240,313024,0
2192,75960,313248,0
2194,77792,313648,0
2190,76504,312896,0
2190,77808,313880,0
2188,75832,313120,0
2192,77640,313536,0
2200,77344,313456,0
2196,76304,312944,0
2196,77688,313440,0
2138,77128,314640,0
2148,76336,314584,0
2158,77816,314560,0
2160,76712,314672,0
2158,76784,314656,0
2164,77544,314448,0
2164,77712,314672,0
2162,76744,314632,0
2170,77104,314720,0
2172,76008,314416,0
2168,76704,314640,0
2170,76024,314624,0
2170,76776,314632,0
2166,77160,314552,0
2168,77760,314656,0
2172,77568,314432,0
2180,76736,314640,0
2186,77008,314736,0
2188,76128,314480,0
2194,76184,314656,0
2184,77104,314736,0
2198,76152,314592,0
2198,77056,314720,0
2200,77296,314704,0
2208,76352,314712,0
2142,77984,313416,0
2152,77856,313648,0
2154,77888,313656,0
2156,77952,313312,0
2158,77952,314256,0
2158,77864,313576,0
2156,77888,313472,0
2156,77880,313488,0
2180,78040,314360,0
2182,77992,314240,0
2186,77896,313424,0
2204,77920,313728,0
2188,77920,313672,0
2190,77928,314192,0
2198,78048,314344,0
2198,77880,313632,0
2208,77944,314072,0
2136,77880,314480,0
2140,78968,315568,0
2148,78776,315320,0
2152,78712,315352,0
2144,78968,315456,0
2150,79760,316176,0
2148,79056,315488,0
2154,78752,315256,0
2150,78840,315352,0
2150,78832,315536,0
2156,79616,315888,0
2148,79056,315456,0
2162,77896,314584,0
2156,79160,315744,0
2160,79288,315808,0
2164,79432,315672,0
2152,78800,315504,0
2158,79768,316112,0
2164,79368,315832,0
2156,79568,315824,0
2162,79712,316144,0
2164,79232,315760,0
2162,79576,315824,0
2166,79384,315952,0
2164,79816,316168,0
2174,78696,315416,0
2160,79728,316176,0
2172,77856,314624,0
2170,79344,315792,0
2174,78456,315160,0
2170,78504,315224,0
2176,79632,315864,0
2166,79704,316072,0
2182,78608,315032,0
2174,79768,316080,0
2178,78272,314904,0
2174,79760,316024,0
2178,78032,314640,0
2182,79680,316032,0
2180,79312,315840,0
2172,79680,315936,0
2176,78072,314728,0
2186,78088,314744,0
2188,79152,315760,0
2188,78416,315168,0
2180,79432,315920,0
2200,79952,316128,0
2192,78928,315608,0
2188,79024,315664,0
2194,78024,314688,0
2192,78288,314664,0
2188,78472,315216,0
2188,79088,315536,0
2194,78760,315504,0
2184,79424,315920,0
2190,79624,316120,0
2196,77904,314712,0
2190,78152,314800,0
2190,78184,314928,0
2190,79600,316056,0
2202,78152,314496,0
2190,78288,315064,0
2188,79384,315856,0
2194,79440,315744,0
2196,79576,315984,0
2192,78136,314464,0
2188,79072,315488,0
2188,79440,315928,0
2192,78160,314480,0
2192,78160,314464,0
2202,79072,315440,0
2192,79392,315856,0
2202,77960,314536,0
2204,77872,314632,0
2204,78856,315248,0
2196,79024,315448,0
2144,84816,316736,0
2152,84992,317176,0
2186,84600,316952,0
2180,84576,316904,0
2186,84720,317000,0
2188,84568,316864,0
2200,62736,325392,0
2216,62816,325360,0
2244,62936,325304,0
2240,62896,325264,0
2268,63040,325248,0
2276,63088,325232,0
2308,63224,325144,0
2296,69744,310136,0
2308,69720,310192,0
2264,74816,308720,0
2280,74896,308608,0
2208,75520,313712,0
2210,75552,314168,0
2204,75736,313256,0
2208,75424,314312,0
2210,75632,314192,0
2204,75536,313904,0
2222,75704,313808,0
2226,75400,314176,0
2226,75376,314232,0
2230,75776,313272,0
2242,75584,314280,0
2230,75632,313448,0
2238,75376,314288,0
2228,75672,313824,0
2254,75392,314064,0
2252,75368,314128,0
2248,75792,314128,0
2254,75592,313496,0
2266,75712,313696,0
2274,75600,314352,0
2274,75600,313704,0
2276,75512,313968,0
2268,75568,314336,0
2288,75480,314208,0
2292,75568,314208,0
2298,75384,314328,0
2214,75576,314528,0
2256,75640,314592,0
2234,75680,314488,0
2238,75616,314624,0
2262,75672,314632,0
2266,75576,314472,0
2270,75600,314424,0
2276,75448,314432,0
2288,75584,314384,0
2312,75408,314696,0
2284,75456,314688,0
2302,75304,314424,0
2200,74672,322256,0
2204,74688,322200,0
2210,74712,322136,0
2220,74744,322032,0
2216,76680,313160,0
2210,77024,313248,0
2206,77744,313656,0
2202,77760,313696,0
2214,76968,313080,0
2204,77464,313224,0
2224,77624,313528,0
2210,77808,313464,0
2220,77112,313120,0
2234,76640,313048,0
2216,77784,313664,0
2218,75832,313264,0
2224,77176,313192,0
2224,76440,313160,0
2224,76864,313096,0
2222,77808,313464,0
2228,77648,314120,0
2230,75976,313056,0
2230,76056,313024,0
2222,77848,313720,0
2232,75864,313232,0
2234,77848,314024,0
2238,75848,313296,0
2232,76736,313080,0
2246,77624,313304,0
2240,77840,314328,0
2236,75912,313120,0
2244,75968,313096,0
2238,77752,314200,0
2244,75832,313344,0
2248,77472,313168,0
2246,76064,313256,0
2250,76384,313016,0
2244,76752,313112,0
2254,76208,313000,0
2250,76704,313168,0
2250,75960,313152,0
2246,76608,313104,0
2254,77696,314280,0
2256,75912,313464,0
2254,76384,313136,0
2252,76592,313088,0
2256,75856,313232,0
2260,77064,313040,0
2266,76776,312952,0
2268,76512,313072,0
2270,77704,313608,0
2268,77552,313584,0
2266,75952,313408,0
2270,76008,313120,0
2276,75912,313288,0
2282,77128,313320,0
2284,77016,313280,0
2280,77792,313640,0
2286,76648,313120,0
2288,76176,313320,0
2290,77816,314176,0
2294,77560,314160,0
2294,76616,312864,0
2322,77552,313792,0
2304,76872,313232,0
2306,77840,314144,0
2224,76184,314544,0
2220,76264,314672,0
2208,76648,314672,0
2210,76920,314664,0
2210,77520,314752,0
2202,77648,314480,0
2212,77760,314640,0
2204,76096,314528,0
2214,77592,314480,0
2212,76896,314752,0
2214,77456,314528,0
2220,77656,314664,0
2218,76360,314576,0
2224,76856,314680,0
2226,77560,314552,0
2226,76304,314536,0
2240,75968,314616,0
2232,76928,314600,0
2234,76320,314584,0
2232,76352,314576,0
2236,77560,314624,0
2236,76304,314592,0
2244,77192,314736,0
2248,77224,314656,0
2246,76240,314592,0
2242,76824,314760,0
2248,76432,314768,0
2260,75952,314584,0
2252,75976,314552,0
2258,77696,314752,0
2252,77064,314608,0
2268,77816,314608,0
2278,77136,314552,0
2274,77216,314712,0
2274,76576,314632,0
2274,75944,314624,0
2280,76080,314736,0
2280,76424,314752,0
2292,77224,314576,0
2288,76472,314544,0
2292,77480,314616,0
2294,77192,314696,0
2294,77128,314640,0
2292,76328,314704,0
2292,76664,314752,0
2304,76640,314680,0
2306,76984,314568,0
2302,77096,314680,0
2314,75912,314648,0
2296,76656,314512,0
2202,77832,314136,0
2220,77848,313800,0
2232,77992,314280,0
2254,77976,314272,0
2268,77944,314168,0
2284,77896,313904,0
2304,77872,313832,0
2216,78176,314584,0
2200,78208,314608,0
2206,78264,314712,0
2208,78816,315496,0
2200,78864,315296,0
2206,78208,314616,0
2210,78888,315304,0
2214,78592,315000,0
2208,78672,315064,0
2208,78952,315336,0
2208,78656,315064,0
2214,78664,315272,0
2220,78328,315040,0
2216,78744,315200,0
2214,78264,314688,0
2212,77920,314736,0
2222,78392,314816,0
2224,78504,315016,0
2220,78256,314704,0
2226,78280,314712,0
2242,78096,314576,0
2230,78176,314664,0
2236,78184,314768,0
2240,78088,314720,0
2238,78288,314832,0
2236,78336,314840,0
2258,77912,314472,0
2242,78248,314808,0
2254,77864,314424,0
2256,77880,314552,0
2262,77904,314728,0
2276,77856,314464,0
2290,77840,314480,0
2224,80000,316280,0
2244,80072,316288,0
2262,80216,316376,0
2280,80360,316432,0
2280,80248,316384,0
2268,80336,316416,0
2284,80448,316464,0
2292,80480,316464,0
2306,80432,316480,0
2206,84432,316848,0
2236,84312,316888,0
2344,53208,329704,0
2338,53312,329744,0
2356,52744,329792,0
2364,52864,329824,0
2358,52760,329864,0
2368,52272,329840,0
2364,52432,329824,0
2370,52104,329888,0
2370,52776,329816,0
2372,52000,329936,0
2372,51984,329936,0
2374,51856,329976,0
2376,51744,330000,0
2380,51704,330000,0
2384,51648,330016,0
2390,51672,329960,0
2398,51328,330104,0
2386,51608,330024,0
2388,51520,330048,0
2324,63280,325088,0
2332,63312,325072,0
2336,63328,325056,0
2340,63344,325040,0
2344,63360,325024,0
2354,63328,325088,0
2356,63408,324960,0
2374,63480,324864,0
2372,63440,324808,0
2392,63568,324752,0
2394,63680,324720,0
2356,69184,309952,0
2352,74936,308416,0
2312,75536,313984,0
2316,75648,314072,0
2320,75560,313936,0
2328,75384,314232,0
2330,75424,314184,0
2330,75624,314288,0
2336,75792,313920,0
2338,75768,313968,0
2340,75704,314048,0
2350,75424,314264,0
2350,75728,313760,0
2368,75536,314200,0
2364,75680,313944,0
2320,75632,314720,0
2332,75312,314624,0
2322,75304,314472,0
2320,75792,314520,0
2326,75240,314432,0
2324,75744,314432,0
2340,75304,314544,0
2324,75296,314848,0
2328,75744,314432,0
2328,75744,314416,0
2328,75760,314432,0
2328,75304,314848,0
2346,75440,314808,0
2344,75072,314648,0
2362,75160,314960,0
2350,75496,314480,0
2342,75136,314528,0
2344,75664,314632,0
2344,75680,314520,0
2344,75680,314472,0
2350,75016,314600,0
2360,75328,314736,0
2356,74984,314864,0
2358,75304,314944,0
2360,75432,314952,0
2356,75776,314680,0
2354,75552,314640,0
2362,75456,314672,0
2366,75240,314952,0
2372,75648,314576,0
2368,74968,314920,0
2364,74896,314848,0
2380,75632,314512,0
2374,75416,314744,0
2368,75504,314688,0
2370,75808,314400,0
2368,74912,314864,0
2376,75736,314640,0
2376,74944,315000,0
2372,75504,314696,0
2386,74808,314872,0
2376,74976,314976,0
2382,75552,314720,0
2382,75200,315008,0
2386,75016,315024,0
2392,74872,315040,0
2388,74944,315016,0
2392,75296,314552,0
2394,75344,314520,0
2400,75624,314704,0
2402,74976,315088,0
2404,74912,314688,0
2396,75760,314544,0
2402,75152,314728,0
2308,76528,313096,0
2310,76704,313216,0
2304,77352,313328,0
2318,77392,313096,0
2306,77552,314176,0
2308,76240,313352,0
2314,77128,313152,0
2314,76424,313248,0
2318,76296,313320,0
2314,76232,313040,0
2316,77840,313880,0
2324,77736,314368,0
2318,76752,313288,0
2316,77520,313880,0
2320,77536,313200,0
2320,77792,314200,0
2324,76504,313136,0
2320,77552,313232,0
2328,77776,313976,0
2328,77592,314056,0
2330,75856,313448,0
2328,77288,314376,0
2328,76448,313328,0
2326,77816,314152,0
2332,77712,313456,0
2332,76528,313312,0
2326,77264,314312,0
2334,76488,313184,0
2340,77312,313296,0
2340,77752,314160,0
2338,76328,313344,0
2350,76624,313112,0
2332,77216,313464,0
2338,76864,313240,0
2342,77448,313744,0
2334,77480,313424,0
2342,77688,313848,0
2342,76808,313320,0
2346,77392,313416,0
2342,77392,314344,0
2346,76024,314288,0
2346,76496,313280,0
2346,76952,313152,0
2340,77504,313440,0
2344,77736,313640,0
2352,76056,314048,0
2342,76472,313152,0
2350,77488,313984,0
2362,76064,313600,0
2340,77232,313184,0
2340,77248,313168,0
2348,76576,313384,0
2346,76032,314256,0
2350,77328,314320,0
2346,75992,314312,0
2344,75984,314320,0
2350,76392,313224,0
2344,77344,314336,0
2356,76376,313440,0
2352,77280,314336,0
2358,77328,313192,0
2356,76336,313176,0
2356,77368,314288,0
2352,77456,313760,0
2358,76112,314288,0
2366,76664,313240,0
2356,77296,314312,0
2358,77256,314352,0
2362,77256,313312,0
2356,77296,314288,0
2368,77616,313568,0
2372,76072,314360,0
2368,76336,313272,0
2366,77624,314088,0
2370,77664,314008,0
2368,76504,313176,0
2378,76248,314360,0
2374,76312,313320,0
2378,76832,313288,0
2378,77296,314264,0
2372,76672,313480,0
2380,76400,313264,0
2380,75928,313640,0
2390,77176,314168,0
2384,77168,313624,0
2380,77072,313600,0
2386,77072,313224,0
2386,77600,313568,0
2390,76880,313464,0
2390,77512,313952,0
2392,76216,313912,0
2398,76320,313656,0
2398,76504,313320,0
2394,76584,313352,0
2398,76280,313712,0
2392,75856,314080,0
2396,75880,314056,0
2300,76440,314496,0
2304,76496,314672,0
2300,76648,314504,0
2324,76832,314576,0
2312,77360,314608,0
2302,77360,314472,0
2304,77424,314432,0
2308,77464,314608,0
2304,76440,314496,0
2316,76296,314472,0
2316,76512,314640,0
2308,76968,314464,0
2318,76288,314648,0
2316,77424,314488,0
2318,75784,314656,0
2324,76032,314680,0
2322,76448,314432,0
2328,77280,314568,0
2316,77424,314464,0
2324,76728,314448,0
2332,77496,314424,0
2334,76888,314656,0
2340,76728,314616,0
2336,76080,314496,0
2338,76256,314632,0
2330,76184,314608,0
2340,75952,314632,0
2338,76112,314720,0
2360,76464,314552,0
2334,76176,314616,0
2340,75792,314512,0
2346,76624,314632,0
2342,76136,314640,0
2340,75944,314568,0
2346,75832,314480,0
2348,76680,314536,0
2350,77112,314496,0
2352,75968,314688,0
2354,76808,314440,0
2348,75904,314592,0
2360,75856,314632,0
2364,76784,314568,0
2356,76816,314560,0
2366,76960,314552,0
2368,76424,314632,0
2368,75936,314688,0
2372,76120,314688,0
2376,76608,314504,0
2376,75888,314640,0
2368,75792,314368,0
2374,76832,314520,0
2378,76344,314608,0
2372,76520,314520,0
2372,76776,314440,0
2372,77024,314432,0
2376,76784,314448,0
2388,76440,314400,0
2388,76760,314440,0
2392,76816,314416,0
2398,76536,314416,0
2388,76816,314432,0
2396,75832,314560,0
2402,76688,314408,0
2308,80648,316376,0
2314,80440,316400,0
2302,80504,316496,0
2320,80592,316544,0
2332,80624,316448,0
2352,80744,316512,0
2388,80904,316632,0
2368,80936,316680,0
2368,80928,316688,0
2372,80936,316688,0
2382,80936,316696,0
2384,80968,316576,0
2376,80960,316672,0
2382,81088,316728,0
2386,81016,316736,0
2388,81192,316736,0
2398,81288,316720,0
2388,80944,316688,0
2312,83816,316920,0
2368,83440,316936,0
2368,83488,316960,0
2382,85600,334832,0
2374,85696,334992,0
2376,85648,334928,0
2402,86216,335584,0
2394,86760,337160,0
2386,86776,337040,0
2408,75008,308248,0
2402,74960,314640,0
2402,75320,314528,0
2404,75456,314792,0
2408,75712,314776,0
2408,75232,314896,0
2410,74640,315264,0
2408,74640,315280,0
2406,76656,313224,0
2408,76048,314080,0
2408,77920,327152,0
2408,77936,327168,0
2412,78000,327248,0
2408,85144,334360,0
2408,85056,334272,0
2412,86288,335536,0
2402,63648,324656,0
2426,71544,317216,0
2406,75752,314584,0
2404,76000,314088,0
2404,76272,314376,0
2408,77504,313776,0
2406,77848,327056,0
2404,85288,334504,0
2416,51160,330128,0
2422,50928,330208,0
2420,51120,330128,0
2438,50576,330312,0
2450,50352,330400,0
2452,50272,330416,0
2462,50040,330512,0
2456,50240,330432,0
2456,50224,330432,0
2470,49608,330704,0
2462,49872,330584,0
2468,49296,330888,0
2418,63752,324472,0
2424,64096,324000,0
2426,64088,323920,0
2436,64272,323792,0
2438,64272,323984,0
2458,64488,323408,0
2458,64448,324528,0
2450,64400,324856,0
2466,64440,325008,0
2474,64232,325112,0
2452,68816,309960,0
2492,68624,309960,0
2432,71560,317232,0
2452,71600,317200,0
2472,73672,316136,0
2476,73712,316280,0
2476,73552,316264,0
2484,73520,316440,0
2490,73544,316112,0
2484,73488,316256,0
2500,73352,316248,0
2494,73456,316144,0
2492,73504,316112,0
2496,73472,316160,0
2458,72896,317280,0
2476,73232,316720,0
2474,73296,316672,0
2480,73440,316536,0
2486,72824,316928,0
2488,72752,316968,0
2486,72976,316912,0
2488,72888,316752,0
2490,73352,316512,0
2490,72744,316832,0
2510,73136,316920,0
2490,73352,316760,0
2492,72624,316928,0
2496,72872,317024,0
2498,73032,316992,0
2498,72808,317008,0
2492,72616,316960,0
2506,71848,317288,0
2416,75032,308208,0
2464,75080,308016,0
2486,75088,307936,0
2480,75136,307952,0
2408,74936,314848,0
2410,75184,314816,0
2418,75488,314736,0
2412,74624,315232,0
2416,74520,315496,0
2418,74408,315432,0
2420,74576,315352,0
2424,75208,315096,0
2420,75624,314704,0
2414,74584,315280,0
2416,74656,315384,0
2418,74704,314864,0
2418,74744,314824,0
2420,75544,314544,0
2416,74400,315384,0
2422,74648,314896,0
2422,74696,315432,0
2422,74472,315344,0
2426,74352,315504,0
2430,74424,315528,0
2424,75280,314688,0
2424,74504,315408,0
2420,74640,315408,0
2440,74360,315248,0
2438,74552,315544,0
2426,74664,315384,0
2428,75392,314688,0
2438,74288,315352,0
2434,75288,314688,0
2438,75416,314728,0
2432,74272,315504,0
2446,75048,315200,0
2446,75392,314848,0
2444,75456,314704,0
2440,75168,314640,0
2448,74928,314920,0
2448,74832,314968,0
2450,74744,314864,0
2446,75400,314752,0
2454,74224,315416,0
2448,74960,314992,0
2458,74064,315600,0
2448,74696,315472,0
2458,74848,315272,0
2458,74120,315496,0
2454,74288,315376,0
2456,74400,315552,0
2448,74672,315488,0
2460,75208,314984,0
2462,74368,315168,0
2456,75264,315016,0
2468,74704,315096,0
2470,75064,314856,0
2462,74120,315392,0
2470,73928,316088,0
2472,74224,315336,0
2478,74960,315304,0
2474,75080,315000,0
2464,74920,315176,0
2472,74512,315032,0
2472,75192,314944,0
2484,73832,315808,0
2468,74160,315408,0
2474,75112,314888,0
2472,74112,315392,0
2478,73768,316240,0
2484,75112,314944,0
2488,74128,315352,0
2498,74688,315064,0
2506,73880,315664,0
2500,73960,315504,0
2500,74104,315608,0
2506,74888,315160,0
2504,74744,315424,0
2486,73920,318584,0
2492,74016,318616,0
2492,75176,320456,0
2502,74128,318808,0
2424,75112,320688,0
2440,75136,320624,0
2456,75176,320552,0
2448,75200,320592,0
2408,75928,314208,0
2408,76728,313736,0
2408,77064,313256,0
2410,77144,313576,0
2408,77344,313032,0
2410,76008,313920,0
2414,76216,313480,0
2412,76696,313656,0
2412,77384,313976,0
2416,77312,313152,0
2414,76256,313800,0
2414,76952,313696,0
2414,77392,313600,0
2418,77168,313672,0
2418,76632,313648,0
2420,77264,313656,0
2424,76176,314200,0
2430,76696,314104,0
2420,76048,314248,0
2422,77208,313776,0
2422,76520,313656,0
2422,76848,313656,0
2418,76984,314152,0
2416,77120,313992,0
2424,77408,313520,0
2430,76440,313696,0
2426,76680,313928,0
2428,76912,313384,0
2434,76504,313920,0
2428,77048,314192,0
2430,77128,313720,0
2432,76176,314032,0
2426,76160,313736,0
2430,76240,313872,0
2434,77216,312984,0
2432,76688,313728,0
2432,76248,314200,0
2424,76992,314152,0
2428,76080,314128,0
2434,76328,313856,0
2424,76976,314144,0
2436,76552,313864,0
2436,76672,314024,0
2438,77240,313992,0
2438,77352,313072,0
2436,76424,313544,0
2442,76496,313576,0
2428,76592,313488,0
2438,77168,312936,0
2444,76456,313640,0
2432,76592,313488,0
2444,77024,313880,0
2432,76232,313824,0
2432,76280,313800,0
2432,76384,313456,0
2442,77120,313768,0
2432,77264,313168,0
2432,77248,313168,0
2432,77264,313152,0
2444,76416,314160,0
2436,77264,313152,0
2440,77328,313272,0
2436,76384,313472,0
2436,77264,313168,0
2446,76352,314064,0
2442,77136,314104,0
2440,76376,313464,0
2440,76368,313456,0
2448,76976,313216,0
2450,77400,313152,0
2456,76688,313440,0
2458,76808,313424,0
2456,76880,313744,0
2450,76904,313328,0
2456,76720,313752,0
2456,77344,313032,0
2458,76952,313136,0
2454,77208,313472,0
2456,76600,313432,0
2456,76744,313888,0
2462,76752,313272,0
2460,77392,313088,0
2460,76688,313512,0
2458,77232,313232,0
2462,77128,313224,0
2468,76976,313560,0
2460,76800,313248,0
2468,76872,313360,0
2464,76960,313368,0
2466,77160,313216,0
2468,77128,313248,0
2466,77152,313384,0
2472,77264,313216,0
2470,77296,313072,0
2468,77168,313184,0
2476,77280,312976,0
2486,77120,313304,0
2486,77192,313176,0
2490,77432,313056,0
2500,77344,312984,0
2506,77184,312984,0
2492,76968,324584,0
2488,77080,324232,0
2502,77024,324184,0
2414,77504,326360,0
2428,77464,326272,0
2418,77328,326000,0
2432,77192,325472,0
2424,77560,326296,0
2424,77232,325632,0
2424,77576,326512,0
2436,77400,326216,0
2448,77152,325304,0
2452,77136,325232,0
2454,77120,325192,0
2460,77088,325168,0
2470,77088,325016,0
2464,77104,325104,0
2472,77096,324952,0
2476,77040,324888,0
2484,77016,324736,0
2420,77672,326760,0
2420,78080,327344,0
2436,78208,327496,0
2444,79048,328608,0
2432,77920,327600,0
2450,78352,327648,0
2454,78744,328152,0
2448,78888,328384,0
2452,78800,328248,0
2452,78560,327928,0
2436,79424,328992,0
2444,79344,328936,0
2444,79496,329168,0
2430,81760,316760,0
2438,81888,316776,0
2436,81792,316752,0
2466,81096,316744,0
2488,81160,316760,0
2430,80088,329536,0
2446,80376,329768,0
2472,80864,330152,0
2472,80888,330232,0
2484,81336,330528,0
2484,81824,330896,0
2480,81888,330960,0
2424,83136,316880,0
2420,82608,316768,0
2436,82184,316816,0
2442,82664,316736,0
2442,82960,316832,0
2446,82368,316776,0
2444,82544,316848,0
2444,82000,316808,0
2446,82416,316832,0
2444,82464,316856,0
2452,82704,316696,0
2454,82704,316776,0
2458,82784,316808,0
2454,82632,316784,0
2466,82736,316560,0
2464,82728,316728,0
2460,82352,316784,0
2420,82528,331496,0
2436,82680,331616,0
2446,82440,331440,0
2436,83728,332464,0
2436,82944,331864,0
2470,82080,331144,0
2474,82088,331184,0
2472,81992,331000,0
2414,84888,334112,0
2434,84664,333880,0
2424,84784,334000,0
2458,84040,332944,0
2414,86240,335856,0
2416,86320,336208,0
2596,65016,322696,0
2550,64176,325712,0
2558,64208,326160,0
2558,64232,326352,0
2552,64208,326320,0
2604,64624,327232,0
2520,68496,309936,0
2542,68384,309904,0
2546,71560,317656,0
2556,71648,317504,0
2564,71576,317584,0
2570,71536,317512,0
2572,71376,317728,0
2582,71376,317728,0
2596,71672,317760,0
2500,73664,315984,0
2526,73512,316080,0
2534,73424,316160,0
2536,73568,316392,0
2546,73616,316144,0
2546,73520,316112,0
2540,73704,316352,0
2550,73384,316176,0
2556,73296,316272,0
2566,73400,316264,0
2560,73536,316256,0
2510,73432,317680,0
2510,72088,317224,0
2512,73136,317280,0
2514,72672,316800,0
2508,72840,317064,0
2522,73216,316824,0
2516,71792,317320,0
2524,71824,317224,0
2524,73392,317656,0
2530,72000,317144,0
2526,71960,317408,0
2528,72832,316624,0
2528,72872,316776,0
2522,73080,317152,0
2538,71816,317472,0
2530,72488,317192,0
2532,72672,317104,0
2530,72656,316920,0
2530,72416,317248,0
2532,73032,317040,0
2536,73256,316632,0
2532,73104,317144,0
2534,73536,316432,0
2538,72208,317360,0
2540,73216,316840,0
2540,73424,316496,0
2538,71856,317192,0
2540,73352,316616,0
2552,71784,317440,0
2550,71936,317160,0
2548,72208,317120,0
2550,72856,317120,0
2556,73008,316544,0
2556,73288,316664,0
2554,71888,317224,0
2558,73160,316744,0
2558,72544,317112,0
2550,72960,317024,0
2548,73216,316704,0
2560,73200,316456,0
2552,73224,316704,0
2564,72568,317000,0
2556,73280,316704,0
2572,72608,316944,0
2568,73120,316688,0
2576,72104,317072,0
2568,72608,317048,0
2572,72832,316888,0
2574,72232,317048,0
2586,72000,317456,0
2576,72848,316832,0
2576,73120,316608,0
2592,72192,317136,0
2516,75064,307904,0
2506,74816,315320,0
2512,73936,315536,0
2504,74064,315312,0
2514,74096,315648,0
2504,74432,315760,0
2512,74544,315592,0
2508,74216,315320,0
2512,74136,315256,0
